Sample_ID,Type,Location_made,Grouping,Class,Acquisition_date,Ferment_days,Extract_date,Location_Type_made,Country_made,Location_obtained,Location_Type_obtained,City_obtained,Country_obtained,Milk_Type,Milk_location,Pasteurized,Brand,Glycerol_percent,Date_glycerol,Glycerol_Status,Raw_Sample_Status,Kit_Lot_No,ATL_Lot_No,Kit_num,Conc_ng_ul,260_280,260_230,Ship_date,Ship_type,Arrived_frozen,DNA_Status,Arrival_date,Lat-Long
LNM131,Pu Dong,Chum_saeng,,Crustacean,"March 23, 2022",1,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,47.8,1.7,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM132,Daikon-radish,Chum_saeng,,Vegetable,"March 23, 2022",3,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,0,0,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM133,Fish_sauce,Rayong,Fish_sauce_group_1,Fish,"March 24, 2022",365,"March 25, 2022",Factory,Thailand,Tang_tai_shiang_Fish_Sauce,Factory,Rayong,Thailand,NA,NA,NA,Trachang,NA,NA,NA,NA,172013292,169048551,3,0,0,TBD,,,,Thailand,,"12.66386217977853, 101.14449212552185"
LNM134,Fish_sauce,Rayong,Fish_sauce_group_1,Fish,"March 24, 2022",365,"March 25, 2022",Factory,Thailand,Tang_tai_shiang_Fish_Sauce,Factory,Rayong,Thailand,NA,NA,NA,Trachang,NA,NA,NA,NA,172013292,169048551,3,12,1,TBD,,,,Thailand,,"12.66386217977853, 101.14449212552185"
LNM135,Fish_sauce,Rayong,Fish_sauce_group_1,Fish,"March 24, 2022",365,"March 25, 2022",Factory,Thailand,Tang_tai_shiang_Fish_Sauce,Factory,Rayong,Thailand,NA,NA,NA,Trachang,NA,NA,NA,NA,172013292,169048551,3,0.8,1.1,TBD,,,,Thailand,,"12.66386217977853, 101.14449212552185"
LNM136,Kombucha,Pa_yup_nai,Bring_the_booch,Drink,"March 25, 2022",7,"March 25, 2022",Home,Thailand,Home,Home,Pa_yup_nai,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,31,1,TBD,,,,Thailand,,"13.015514153765459, 101.46733557640319"
LNM137,Fermented_jellyfish,Chum_saeng,,Fish,"March 25, 2022",8,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,0.7,0.7,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM138,Kung-om_shrimp,Chum_saeng,,Crustacean,"March 25, 2022",7,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,82,1.6,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM139,Plajom_minnow,Chum_saeng,,Fish,"March 25, 2022",7,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,62,1.7,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM140,Pla-ra_gouramis,Chum_saeng,,Fish,"March 25, 2022",180,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,11,1.9,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM141,Pla-ra_carp,Chum_saeng,,Fish,"March 25, 2022",180,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,12,2.1,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM142,Pla-som,Chum_saeng,,Fish,"March 25, 2022",7,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,42,1.9,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM143,Naw-mai-dong,Chum_saeng,,Vegetable,"March 25, 2022",180,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,0,0,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM144,Nam,Chum_saeng,,Meat,"March 25, 2022",3,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,81,1.8,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM145,Phak-sian-dong,Chum_saeng,,Vegetable,"March 25, 2022",7,"March 25, 2022",Home,Thailand,Chum_saeng_Market,Farmers_Market,Chum_saeng,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,11,1.2,TBD,,,,Thailand,,"15.893166936807386, 100.30732321613154"
LNM146,NEG_CTRL,Pa_yup_nai,,Control,"March 25, 2022",NA,"March 25, 2022",Lab,Thailand,Lab,Lab,Pa_yup_nai,Thailand,NA,NA,NA,Lab,NA,NA,NA,NA,172013292,169048551,3,0,0,TBD,,,,Thailand,,"13.015514153765459, 101.46733557640319"
LNM147,Khanom-jeen-contam,Pa_yup_nai,,Rice,"March 25, 2022",9,"March 25, 2022",Home,Thailand,Payupnai_market,Store,Pa_yup_nai,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,7,1.6,TBD,,,,Thailand,,"13.015514153765459, 101.46733557640319"
LNM148,Khanom-jeen-contam,Pa_yup_nai,,Rice,"March 25, 2022",9,"March 25, 2022",Home,Thailand,Payupnai_market,Store,Pa_yup_nai,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,3,57,1.7,TBD,,,,Thailand,,"13.015514153765459, 101.46733557640319"
LNM149,Look_peang_Sato,"Non narai, Surin",,Drink,"March 29, 2022",30,"March 30, 2022",Home,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,13.5,1.91,0.34,,,,Thailand,,"15.159129054490473, 103.88043689288001"
LNM150,Look_peang_khao_mak,"Non narai, Surin",,Rice,"March 29, 2022",30,"March 30, 2022",Home,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,20.2,1.77,0.33,,,,Thailand,,"15.159129054490473, 103.88043689288001"
LNM151,Khao_Mak,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Khaomak_evolution,Rice,"March 29, 2022",2,"March 30, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,8.8,1.97,0.18,,,,Thailand,,"14.974664219722111, 102.05345704877134"
LNM152,Naw_mai_dong,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",,Vegetable,"March 29, 2022",Unknown,"March 30, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,9.7,1.12,0.21,,,,Thailand,,"14.974664219722111, 102.05345704877134"
LNM153,Pu_dong,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",,Crustacean,"March 29, 2022",Unknown,"March 30, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,46,1.59,0.37,,,,Thailand,,"14.974664219722111, 102.05345704877134"
LNM154,Sai_krok_isan,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Intestine_group_2,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,40.2,1.88,0.78,,,,Thailand,,"14.974664219722111, 102.05345704877134"
LNM155,Sai_krok_isan_(the_intestine_from_154),"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Intestine_group_2,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,41.1,1.87,0.52,,,,Thailand,,"14.974664219722111, 102.05345704877134"
LNM156,Nam_moo_haw_bai_tong,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Sausage_evolution,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Home_1,Home,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,219.2,1.83,1.81,,,,Thailand,,"15.03575289431413, 102.05620242399863"
LNM157,Nam_moo_haw_bai_tong,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Sausage_evolution,Meat,"March 29, 2022",2,"March 30, 2022",Home,Thailand,Home_1,Home,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,93.4,1.84,0.96,,,,Thailand,,"15.03575289431413, 102.05620242399863"
LNM158,Nam_moo_haw_bai_tong,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Sausage_evolution,Meat,"March 29, 2022",3,"March 30, 2022",Home,Thailand,Home_1,Home,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 1st house)",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,189.3,1.82,1.7,,,,Thailand,,"15.03575289431413, 102.05620242399863"
LNM159,Nam_moo_haw_bai_tong,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 2nd house)",,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Home_2,Home,"Ban Pudsa, Panao, Muang, Nakhon Ratchasima (the 2nd house)",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,206,1.84,2.21,,,,Thailand,,"15.03575289431413, 102.05620242399863"
LNM160,Pla_som,"Talad Ya mo, Muang, Nakhon Ratchasima",,Fish,"March 29, 2022",4,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,108.3,1.84,1.23,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM161,Pla_ra,"Talad Ya mo, Muang, Nakhon Ratchasima",,Fish,"March 29, 2022",4,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,164.2,1.87,0.22,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM162,Pla_som_fug,"Talad Ya mo, Muang, Nakhon Ratchasima",,Fish,"March 29, 2022",4,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,15,1.93,0.19,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM163,Kai_pla_som,"Talad Ya mo, Muang, Nakhon Ratchasima",Kai_pla_som_evolution,Fish,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,11.2,1.96,0.6,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM164,Pla_som_minnow,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_som_sa_wai_evolution,Fish,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,79.8,1.87,0.96,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM165,Pla_som_ta_pien,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_som_ta_pien_evolution,Fish,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,32.3,1.83,1.11,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM166,Pla_ra_nin,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_ra_nin_evolution,Fish,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,20.3,1.85,1.19,,,,Thailand,,"14.971378899712168, 102.08126325325375"
LNM167,Mum_nuea,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,75.2,1.86,1.44,,,,Thailand,,
LNM168,Sai_krok_moo_woon_sen,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Sai_krok_moo_woon_sen_evolution,Meat,"March 29, 2022",2,"March 30, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,115.6,1.83,0.86,,,,Thailand,,
LNM169,Sai_krok_nuea,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Sai_krok_nuea_evolution,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,235.7,1.84,1.55,,,,Thailand,,
LNM170,mum_moo,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",mum_moo_evolution,Meat,"March 29, 2022",1,"March 30, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,258,1.84,2,,,,Thailand,,
LNM171,sai_krok_moo,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",,Meat,"March 29, 2022",2,"March 30, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,152.1,1.83,1.32,,,,Thailand,,
LNM172,Hom-dong,Klong_Nueng_Klong_Luang_Pathumthani,Hom_dong_evolution,Vegetable,"March 29, 2022",0,"March 30, 2022",Lab,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,24.4,1.54,0.27,,,,Thailand,,
LNM173,NEG_CTRL,Klong_Nueng_Klong_Luang_Pathumthani,,Control,"March 29, 2022",NA,"March 30, 2022",Lab,Thailand,Lab,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Lab,NA,NA,NA,NA,172013292,169048551,4,3.4,1.43,0.04,,,,Thailand,,
LNM174,Kai_pla_som,"Talad Ya mo, Muang, Nakhon Ratchasima",Kai_pla_som_evolution,Fish,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,15.3,1.95,0.19,,,,Thailand,,
LNM175,Pla_som_sa_wai,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_som_sa_wai_evolution,Fish,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,133.3,1.85,1.7,,,,Thailand,,
LNM176,Pla_som_ta_pien,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_som_ta_pien_evolution,Fish,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,46.1,1.87,0.97,,,,Thailand,,
LNM177,Pla_ra_nin,"Talad Ya mo, Muang, Nakhon Ratchasima",Pla_ra_nin_evolution,Fish,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Talad_ya_mo_market,Farmers_Market,"Talad Ya mo, Muang, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,58.5,1.87,0.63,,,,Thailand,,
LNM178,Sai_krok_moo_woon_sen,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Sai_krok_moo_woon_sen_evolution,Meat,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,27.8,1.91,0.54,,,,Thailand,,
LNM179,Sai_krok_nuea,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Sai_krok_nuea_evolution,Meat,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,95.3,1.86,1.69,,,,Thailand,,
LNM180,mum_moo,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",mum_moo_evolution,Meat,"March 29, 2022",3,"April 1, 2022",Home,Thailand,Mum_ja_yo_store,Store,"mum ja yo (หม่ำจ่าโญ) Sung noen, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,41.4,1.88,0.56,,,,Thailand,,
LNM181,Hom-dong,Klong_Nueng_Klong_Luang_Pathumthani,Hom_dong_evolution,Vegetable,"April 1, 2022",2,"April 1, 2022",Lab,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,11.3,1.84,0.19,,,,Thailand,,
LNM182,Khao_Mak,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Khaomak_evolution,Rice,"March 29, 2022",4,"April 1, 2022",Home,Thailand,Talad_Tadsabarn_Kham_Thale_So_market,Farmers_Market,"Talad Tadsabarn Kham Thale So, Nakhon Ratchasima",Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,24.4,1.6,0.32,,,,Thailand,,
LNM183,Pla_tu_num,"Kanthuli, Tachana,Suratthani",,Fish,"March 30, 2022",18,"April 1, 2022",,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,72,1.8,0.54,,,,Thailand,,
LNM184,Sa_toh_dong,"Kanthuli, Tachana,Suratthani",,Bean,"March 30, 2022",365,"April 1, 2022",,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,3,2.6,0.08,,,,Thailand,,
LNM185,Tai_pla,"Kanthuli, Tachana,Suratthani",,Fish,"March 30, 2022",180,"April 1, 2022",,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,29.4,1.62,0.36,,,,Thailand,,
LNM186,Ka_pi,"Tachana,Suratthani",,Crustacean,"March 30, 2022",180,"April 1, 2022",,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,6.2,1.94,0.13,,,,Thailand,,
LNM187,NEG_CTRL,Klong_Nueng_Klong_Luang_Pathumthani,,Control,"April 1, 2022",NA,"April 1, 2022",Lab,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Lab,NA,NA,NA,NA,172013292,169048551,4,1.1,3.26,0.02,,,,Thailand,,
LNM188,Miang,,,Drink,"April 2, 2022",,"April 4, 2022",,Thailand,BIOTEC,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,23,1.64,0.37,,,,Thailand,,
LNM189,Miang_Kombucha,Klong_Nueng_Klong_Luang_Pathumthani,,Drink,"April 4, 2022",3,"April 4, 2022",Home,Thailand,dCondo,Home,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,2.8,1.74,0.56,,,,Thailand,,
LNM190,Kombucha,Klong_Nueng_Klong_Luang_Pathumthani,Bring_the_booch,Drink,"April 4, 2022",7,"April 4, 2022",Home,Thailand,dCondo,Home,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,2.9,1.73,0.09,,,,Thailand,,
LNM191,Milk,,,Dairy,"April 4, 2022",0,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,No,Local,NA,NA,NA,NA,172013292,169048551,4,18.5,1.86,0.37,,,,Thailand,,
LNM192,Fresh_cheese,,,Dairy,"April 4, 2022",4,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,125.8,1.85,0.79,,,,Thailand,,
LNM193,Nourkai_cheese,,,Dairy,"April 4, 2022",14,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,42.2,1.83,0.31,,,,Thailand,,
LNM194,Tanchan_cheese,,,Dairy,"April 4, 2022",14,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,142.6,1.86,1.78,,,,Thailand,,
LNM195,St_don_cheese,,,Dairy,"April 4, 2022",28,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,37.4,1.88,0.3,,,,Thailand,,
LNM196,Brie_cheese,,,Dairy,"April 4, 2022",21,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,25.4,1.89,0.37,,,,Thailand,,
LNM197,Talaggio_cheese,,,Dairy,"April 4, 2022",60,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,487.1,1.86,1.81,,,,Thailand,,
LNM198,Caprino_cheese,,,Dairy,"April 4, 2022",,"April 4, 2022",Farm,Thailand,Little_goat_farm,Farm,,Thailand,Goat,,Yes,Local,NA,NA,NA,NA,172013292,169048551,4,69.9,1.86,1.35,,,,Thailand,,
LNM199,Hom-dong,,Hom_dong_evolution,Vegetable,"April 4, 2022",5,"April 4, 2022",Lab,Thailand,Little_goat_farm,Farm,,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,26.3,1.7,0.28,,,,Thailand,,
LNM200,NEG_CTRL,,,Control,"April 4, 2022",NA,"April 4, 2022",Lab,Thailand,BIOTECH,Lab,Klong_Nueng_Klong_Luang_Pathumthani,Thailand,NA,NA,NA,Home,NA,NA,NA,NA,172013292,169048551,4,1,2.13,,,,,Thailand,,
